"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1045563498225455104","https://twitter.com/cryoEM_Papers/status/1045563498225455104","Structural insight into precursor tRNA processing by yeast ribonuclease P https://t.co/TdqZrRZd6w","2018-09-28 06:38 +0000","2016.0","63.0","0.03125","1.0","0.0","2.0","9.0","44.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1045232314534498304","https://twitter.com/cryoEM_Papers/status/1045232314534498304","Nucleosome conformational variability in solution and in interphase nuclei evidenced by cryo-electron microscopy of vitreous sections https://t.co/L89uCQGP3S","2018-09-27 08:42 +0000","1811.0","47.0","0.025952512424075095","0.0","0.0","3.0","4.0","40.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1045214425752514560","https://twitter.com/cryoEM_Papers/status/1045214425752514560","Structural basis for substrate gripping and translocation by the ClpB AAA+ disaggregase https://t.co/ONK0eQnHg3","2018-09-27 07:31 +0000","1540.0","34.0","0.02207792207792208","0.0","0.0","1.0","1.0","26.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1045193722663776256","https://twitter.com/cryoEM_Papers/status/1045193722663776256","Cryo-electron microscopy shapes up https://t.co/7ITeiEOONY","2018-09-27 06:09 +0000","1459.0","62.0","0.04249485949280329","0.0","0.0","2.0","3.0","55.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044869285255032832","https://twitter.com/cryoEM_Papers/status/1044869285255032832","Structure of the human epithelial sodium channel by cryo-electron microscopy https://t.co/MKQJYYgxJu","2018-09-26 08:40 +0000","1692.0","63.0","0.03723404255319149","0.0","0.0","3.0","5.0","48.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044853701389819905","https://twitter.com/cryoEM_Papers/status/1044853701389819905","goCTF: Geometrically optimized CTF determination for single-particle cryo-EM https://t.co/5D2HDn016F","2018-09-26 07:38 +0000","4612.0","171.0","0.03707718993928881","4.0","0.0","10.0","13.0","134.0","0.0","8.0","0.0","0","0","2","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044333910040039424","https://twitter.com/cryoEM_Papers/status/1044333910040039424","Collection of continuous rotation MicroED Data from Ion Beam Milled Crystals of Any Size https://t.co/800fDdMO2I","2018-09-24 21:13 +0000","2008.0","98.0","0.04880478087649402","1.0","0.0","4.0","6.0","65.0","0.0","22.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044304569256206337","https://twitter.com/cryoEM_Papers/status/1044304569256206337","Expression of a recombinant, 4'-Phosphopantetheinylated, active M. tuberculosis fatty acid synthase I in E. coli https://t.co/Xorv8c0fjb","2018-09-24 19:16 +0000","1645.0","34.0","0.02066869300911854","0.0","0.0","1.0","2.0","26.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044304071094456320","https://twitter.com/cryoEM_Papers/status/1044304071094456320","Covers Gallery: Cover of Volume 204, Issue 2 https://t.co/MmNdBa2JDm","2018-09-24 19:14 +0000","1375.0","21.0","0.015272727272727273","0.0","0.0","0.0","2.0","19.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044253435015491585","https://twitter.com/cryoEM_Papers/status/1044253435015491585","Reducing effects of particle adsorption to the air–water interface in cryo-EM https://t.co/kMjZzOx10Z","2018-09-24 15:53 +0000","6506.0","345.0","0.05302797417768214","16.0","0.0","40.0","21.0","243.0","0.0","24.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044253357689384960","https://twitter.com/cryoEM_Papers/status/1044253357689384960","Architecture of the TRPM2 channel and its activation mechanism by ADP-ribose and calcium https://t.co/CsPGRjlkVT","2018-09-24 15:52 +0000","3536.0","195.0","0.05514705882352941","5.0","0.0","13.0","17.0","137.0","0.0","23.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1043151090626121729","https://twitter.com/cryoEM_Papers/status/1043151090626121729","Classification of Single Particles from Human Cell Extract Reveals Distinct Structures https://t.co/usMU5myO9R","2018-09-21 14:52 +0000","4876.0","259.0","0.05311730926989335","4.0","0.0","18.0","20.0","182.0","0.0","35.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1043149584225034240","https://twitter.com/cryoEM_Papers/status/1043149584225034240","Cryo-EM analysis of the T3S injectisome reveals the structure of the needle and open secretin https://t.co/atZ5aP7r20","2018-09-21 14:46 +0000","2559.0","149.0","0.05822586948026573","2.0","0.0","13.0","7.0","126.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042799715018977286","https://twitter.com/cryoEM_Papers/status/1042799715018977286","Structural Basis for the RNA-Guided Ribonuclease Activity of CRISPR-Cas13d https://t.co/B0XlHAoxWx","2018-09-20 15:36 +0000","2616.0","95.0","0.03631498470948012","3.0","0.0","10.0","1.0","78.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042780815610929152","https://twitter.com/cryoEM_Papers/status/1042780815610929152","Major structural rearrangements of the canonical eukaryotic translation initiation complex https://t.co/1PBSxKJzCn","2018-09-20 14:21 +0000","1817.0","44.0","0.024215740231150248","0.0","0.0","3.0","2.0","35.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042511286028787712","https://twitter.com/cryoEM_Papers/status/1042511286028787712","The elemental mechanism of transcriptional pausing https://t.co/sdGe6UhFIc","2018-09-19 20:30 +0000","1790.0","36.0","0.02011173184357542","0.0","0.0","0.0","3.0","30.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042511263673212928","https://twitter.com/cryoEM_Papers/status/1042511263673212928","RELION-3: new tools for automated high-resolution cryo-EM structure determination https://t.co/CjI8ZzfK3X","2018-09-19 20:30 +0000","3244.0","103.0","0.03175092478421702","6.0","1.0","16.0","8.0","58.0","0.0","14.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042463214594711553","https://twitter.com/cryoEM_Papers/status/1042463214594711553","Tc toxin activation requires unfolding and refolding of a β-propeller https://t.co/0SboKdL3ZT","2018-09-19 17:19 +0000","1946.0","70.0","0.03597122302158273","0.0","0.0","7.0","2.0","53.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042423602144960512","https://twitter.com/cryoEM_Papers/status/1042423602144960512","Structural insights into Drosophila-C3PO complex assembly and ‘Dynamic Side Port’ model in substrate entry and release https://t.co/Vp0tAY2x1g","2018-09-19 14:42 +0000","1862.0","27.0","0.014500537056928034","0.0","0.0","1.0","1.0","23.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042372498552086528","https://twitter.com/cryoEM_Papers/status/1042372498552086528","Influenza hemagglutinin membrane anchor https://t.co/r4LVPuQIn3","2018-09-19 11:19 +0000","1960.0","45.0","0.02295918367346939","0.0","0.0","4.0","1.0","37.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042372119214997505","https://twitter.com/cryoEM_Papers/status/1042372119214997505","High-resolution structures of HIV-1 Gag cleavage mutants determine structural switch for virus maturation https://t.co/T9t7BEkJJ7","2018-09-19 11:17 +0000","1914.0","31.0","0.01619644723092999","0.0","0.0","4.0","3.0","22.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042148839917056001","https://twitter.com/cryoEM_Papers/status/1042148839917056001","Structural basis for activation of voltage sensor domains in an ion channel TPC1 https://t.co/bFhYqwuK2M","2018-09-18 20:30 +0000","3115.0","77.0","0.024719101123595506","2.0","0.0","5.0","11.0","54.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
