"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1057395722016841728","https://twitter.com/cryoEM_Papers/status/1057395722016841728","Eliminating effects of particle adsorption to the air/water interface in single-particle cryo-electron microscopy: Bacterial RNA polymerase and CHAPSO https://t.co/KEDWBxDMf9","2018-10-30 22:16 +0000","5559.0","276.0","0.0496492174851592","14.0","1.0","36.0","24.0","175.0","0.0","23.0","0.0","0","0","3","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1057296676468097024","https://twitter.com/cryoEM_Papers/status/1057296676468097024","Author Correction: Cryo-EM of the dynamin polymer assembled on lipid membrane https://t.co/muckXERDRi","2018-10-30 15:42 +0000","1414.0","63.0","0.04455445544554455","0.0","0.0","0.0","4.0","58.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1057296418308648960","https://twitter.com/cryoEM_Papers/status/1057296418308648960","Fusion of DARPin to aldolase enables visualization of small protein by cryoEM https://t.co/OI7ubzNWEl","2018-10-30 15:41 +0000","1838.0","80.0","0.04352557127312296","2.0","0.0","10.0","0.0","57.0","0.0","11.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1057083386978697217","https://twitter.com/cryoEM_Papers/status/1057083386978697217","Common lines modeling for reference free ab-initio reconstruction in cryo-EM. (arXiv:1810.11522v1 [q-bio.QM]) https://t.co/9Cf82vXjRA","2018-10-30 01:34 +0000","1662.0","74.0","0.044524669073405534","0.0","0.0","3.0","6.0","59.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1057034819559800832","https://twitter.com/cryoEM_Papers/status/1057034819559800832","The CryoEM Structure of the Ribosome Maturation Factor Rea1 https://t.co/qCPkhbRzmH","2018-10-29 22:21 +0000","1641.0","39.0","0.02376599634369287","2.0","0.0","2.0","3.0","32.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056995704055296004","https://twitter.com/cryoEM_Papers/status/1056995704055296004","Deep Consensus, a deep learning-based approach for particle pruning in cryo-electron microscopy https://t.co/eCCSIrFzJA","2018-10-29 19:46 +0000","2161.0","168.0","0.07774178621008793","5.0","0.0","13.0","7.0","116.0","0.0","26.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056955102416654337","https://twitter.com/cryoEM_Papers/status/1056955102416654337","A unique supramolecular organization of photosystem I in the moss Physcomitrella patens https://t.co/F7B7NfF458","2018-10-29 17:05 +0000","1358.0","102.0","0.07511045655375552","0.0","0.0","3.0","1.0","97.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056954794022064129","https://twitter.com/cryoEM_Papers/status/1056954794022064129","Stepwise activation mechanism of the scramblase nhTMEM16 revealed by cryo-EM https://t.co/32NQamMg4L","2018-10-29 17:03 +0000","2231.0","74.0","0.033168982519049754","4.0","0.0","5.0","6.0","55.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056941397243179008","https://twitter.com/cryoEM_Papers/status/1056941397243179008","Cryo-EM structures and functional characterization of the lipid scramblase TMEM16F https://t.co/6wI0VfoQdj","2018-10-29 16:10 +0000","2257.0","112.0","0.04962339388568897","1.0","0.0","10.0","10.0","80.0","0.0","11.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056941352183717889","https://twitter.com/cryoEM_Papers/status/1056941352183717889","Determination of protein structural ensembles using cryo-electron microscopy. (arXiv:1810.11306v1 [q-bio.QM]) https://t.co/eLTjqFT502","2018-10-29 16:10 +0000","2518.0","196.0","0.0778395552025417","3.0","0.0","18.0","9.0","129.0","0.0","36.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056270137223897088","https://twitter.com/cryoEM_Papers/status/1056270137223897088","PB-07Structural Analysis of KcsA by Cryo-EM Single Particle Analysis https://t.co/RmXrx8Z7qN","2018-10-27 19:43 +0000","1472.0","47.0","0.03192934782608696","1.0","0.0","1.0","3.0","39.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056002468230815744","https://twitter.com/cryoEM_Papers/status/1056002468230815744","Rapid Tilt-Series Acquisition for Electron Cryotomography https://t.co/DofV2LpCAc","2018-10-27 01:59 +0000","7426.0","264.0","0.03555076757339079","17.0","0.0","34.0","29.0","160.0","0.0","23.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056002415407714305","https://twitter.com/cryoEM_Papers/status/1056002415407714305","The beta propellers of eIF3b and eIF3i relocate together to the ribosomal intersubunit interface during translation initiation https://t.co/iGCeanQ7qF","2018-10-27 01:59 +0000","1249.0","28.0","0.02241793434747798","0.0","0.0","1.0","3.0","24.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055976919785594880","https://twitter.com/cryoEM_Papers/status/1055976919785594880","Structure reveals mechanism of CRISPR RNA-guided nuclease recruitment and anti-CRISPR viral mimicry https://t.co/KrFwzt5t7i","2018-10-27 00:18 +0000","2178.0","116.0","0.05325987144168962","4.0","0.0","11.0","3.0","88.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055525606241095680","https://twitter.com/cryoEM_Papers/status/1055525606241095680","An electron transfer path connects subunits of a mycobacterial respiratory supercomplex https://t.co/SVDdfXo8rS","2018-10-25 18:24 +0000","2462.0","94.0","0.038180341186027617","4.0","0.0","9.0","5.0","69.0","0.0","6.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055488477083590662","https://twitter.com/cryoEM_Papers/status/1055488477083590662","Cryo-EM Structure of the Human Ribonuclease P Holoenzyme https://t.co/WMHGlQbB3F","2018-10-25 15:57 +0000","1261.0","71.0","0.056304520222045996","0.0","0.0","3.0","5.0","62.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055488325413302273","https://twitter.com/cryoEM_Papers/status/1055488325413302273","Structural Organization of a Type III-A CRISPR Effector Subcomplex Determined by X-ray Crystallography and Cryo-EM https://t.co/1ynFpjkQyI","2018-10-25 15:56 +0000","1803.0","60.0","0.033277870216306155","1.0","0.0","7.0","6.0","42.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055136812258054144","https://twitter.com/cryoEM_Papers/status/1055136812258054144","The impact of data reduction and lossy image formats on electron microscope images https://t.co/YNZN5a2SX1","2018-10-24 16:39 +0000","3507.0","108.0","0.030795551753635585","7.0","0.0","19.0","6.0","70.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055130642961166336","https://twitter.com/cryoEM_Papers/status/1055130642961166336","#5 [2018-09-14] https://t.co/y3YTOfnTzV
RT @BJ_Greber: The latest ribosome structure from @The_Ban_Lab: The Trypanosome mitochondrial ribosome, by David Ramrath et al.","2018-10-24 16:15 +0000","1855.0","19.0","0.010242587601078167","1.0","0.0","2.0","6.0","2.0","0.0","7.0","1.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055130642042605568","https://twitter.com/cryoEM_Papers/status/1055130642042605568","#4 [2018-10-15] https://t.co/JLVmGOKZbR
Cryo-CARE: Content-Aware Image Restoration for Cryo-Transmission Electron Microscopy Data.","2018-10-24 16:15 +0000","1983.0","11.0","0.005547150781643974","1.0","1.0","1.0","1.0","4.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055130641086337024","https://twitter.com/cryoEM_Papers/status/1055130641086337024","#3 [2018-10-17] https://t.co/83GQmz3LU9
Cryo-EM structure of the Ebola virus nucleoprotein–RNA complex at 3.6 Å resolution.","2018-10-24 16:15 +0000","992.0","1.0","0.0010080645161290322","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055130639328980992","https://twitter.com/cryoEM_Papers/status/1055130639328980992","#2 [2018-10-22] https://t.co/bHaHWnF4ZM
emClarity: software for high-resolution cryo-electron tomography and subtomogram averaging.","2018-10-24 16:15 +0000","817.0","2.0","0.0024479804161566705","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055130637756129282","https://twitter.com/cryoEM_Papers/status/1055130637756129282","#1 [2018-10-15] https://t.co/uFh0FhcCpl
The cryo-EM structure of intraflagellar transport trains reveals how dynein is inactivated to ensure unidirectional anterograde movement in cilia.","2018-10-24 16:15 +0000","827.0","5.0","0.006045949214026602","0.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
